Rice,1.1,6.0
Wheat,1.5,5.0
Chickpea,3.0,0.0
Potato,0.4,32.0
Mustard,2.0,1.5
Maize,1.2,0.0
Fallow,0.0,0.0
Cabbage,0.0,0.0
Jute,0.0,0.0
GM,0.0,0.0
Mungbean,0.0,0.0
Sugarcane,0.0,0.0
