HL,N,0.0
HL,P,0.0
HL,K,0.0
MHL,N,3.6
MHL,P,0.5
MHL,K,2.6
MLL,N,8.5
MLL,P,2.6
MLL,K,6.8
LL,N,13.3
LL,P,5.0
LL,K,12.7
VLL,N,13.3
VLL,P,5.0
VLL,K,12.7
