1,2257.0,L
2,2619.0,L
3,1873.0,L
4,1651.0,M
5,1563.0,H
6,1402.0,H
7,1877.0,M
8,2010.0,M
9,2440.0,M
10,1787.0,M
11,1499.0,M
12,1763.0,M
13,2079.0,M
14,1778.0,H
15,1736.0,H
16,2103.0,M
17,2340.0,M
18,3071.0,M
19,2355.0,M
20,3614.0,L
21,3796.0,H
22,3265.0,L
23,3083.0,L
24,3500.0,L
25,1567.0,L
26,1344.0,L
27,1853.0,L
28,2139.0,L
29,2624.0,L
30,1998.0,L
