Rice,N,108.0
Rice,P,18.0
Rice,K,120.0
Wheat,N,148.0
Wheat,P,28.0
Wheat,K,123.0
Potato,N,113.0
Potato,P,21.0
Potato,K,137.0
Jute,N,130.0
Jute,P,26.0
Jute,K,266.0
Sugarcane,N,81.0
Sugarcane,P,67.0
Sugarcane,K,309.0
Mustard,N,82.0
Mustard,P,15.0
Mustard,K,91.0
Groundnut,N,170.0
Groundnut,P,13.0
Groundnut,K,91.0
Cabbage,N,370.0
Cabbage,P,37.0
Cabbage,K,398.0
Tomato,N,140.0
Tomato,P,29.0
Tomato,K,158.0
Onion,N,120.0
Onion,P,22.0
Onion,K,133.0
