Boro rice,Rice,1,10.0,4.0
T.Aus rice,Rice,1,5.0,4.0
B.Aus rice,Rice,1,3.0,4.0
B.Aman rice,Rice,1,3.0,4.0
T.Aman rice,Rice,1,10.0,4.0
Wheat,Wheat,1,3.0,1.8
Mustard,Mustard,1,3.0,1.8
Potato,Potato,1,3.0,1.8
Chickpea,Chickpea,2,70.0,1.8
Maize,Maize,1,3.0,1.8
Fallow,Fallow,1,3.0,1.8
Cabbage,Cabbage,1,3.0,1.8
Sugarcane,Sugarcane,1,10.0,1.8
Jute,Jute,1,3.0,1.8
Mungbean,Mungbean,3,0.0045,1.8
GM,GM,3,0.0027,1.8
