Cowdung,N,3.7
Cowdung,P,1.6
Cowdung,K,3.2
FYM,N,6.0
FYM,P,3.0
FYM,K,5.0
Poultry manure,N,11.1
Poultry manure,P,7.9
Poultry manure,K,6.9
GM (Dhaincha),N,2.7
GM (Dhaincha),P,0.3
GM (Dhaincha),K,2.0
Brown manure (Mungbean),N,4.5
Brown manure (Mungbean),P,0.6
Brown manure (Mungbean),K,4.6
Crop residues (Rice),N,2.0
Crop residues (Rice),P,0.6
Crop residues (Rice),K,6.5
Crop residues (Wheat),N,3.0
Crop residues (Wheat),P,0.6
Crop residues (Wheat),K,5.5
